lineage	SRR8353566	SRR8353567	SRR8353568	SRR8353569	SRR8353570	SRR8353571	SRR8353572	SRR8353573	SRR8353574	SRR8353575	SRR8353576	SRR8353577	SRR8353578	SRR8353579	SRR8353580	SRR8353581	SRR8353582	SRR8353583	SRR8353584	SRR8353585	SRR8353586	SRR8353587	SRR8353588	SRR8353589	SRR8353590	SRR8353591	SRR8353592	SRR8353593	SRR8353594	SRR8353595	SRR8353596	SRR8353597	SRR8353598	SRR8353599	SRR8353600	SRR8353601	SRR8353602	SRR8353603	SRR8353604	SRR8353605	SRR8353606	SRR8353607	SRR8353608	SRR8353609	SRR8353610	SRR8353611	SRR8353612	SRR8353613	SRR8353614	SRR8353615	SRR8353616	SRR8353617	SRR8353618	SRR8353619	SRR8353620	SRR8353621	SRR8353622	SRR8353623	SRR8353624	SRR8353625	SRR8353626	SRR8353627	SRR8353628	SRR8353629	SRR8353630	SRR8353631	SRR8353632	SRR8353633	SRR8353634	SRR8353635	SRR8353636	SRR8353637	SRR8353638	SRR8353639	SRR8353640	SRR8353641	SRR8353642	SRR8353643	SRR8353644	SRR8353645	SRR8353646	SRR8353647	SRR8353648	SRR8353649	SRR8353650	SRR8353651	SRR8353652	SRR8353653	SRR8353654	SRR8353655	SRR8353656	SRR8353657	SRR8353658	SRR8353659	SRR8353660	SRR8353661	SRR8353662	SRR8353663	SRR8353664	SRR8353665	SRR8353666	SRR8353667	SRR8353668	SRR8353669	SRR8353670	SRR8353671	SRR8353672	SRR8353673	SRR8353674	SRR8353675	SRR8353676	SRR8353677	SRR8353678	SRR8353679	SRR8353680	SRR8353681	SRR8353682	SRR8353683	SRR8353684	SRR8353685	SRR8353686	SRR8353687	SRR8353688	SRR8353689	SRR8353690	SRR8353691	SRR8353692	SRR8353693	SRR8353694	SRR8353695	SRR8353696	SRR8353697	SRR8353698	SRR8353699	SRR8353700	SRR8353701	SRR8353702	SRR8353703	SRR8353704	SRR8353705	SRR8353706	SRR8353707	SRR8353708	SRR8353709	SRR8353710	SRR8353711	SRR8353712	SRR8353713	SRR8353714	SRR8353715	SRR8353716	SRR8353717	SRR8353718	SRR8353719	SRR8353720	SRR8353721	SRR8353722	SRR8353723	SRR8353724	SRR8353725	SRR8353726	SRR8353727	SRR8353728	SRR8353729	SRR8353730	SRR8353731	SRR8353732	SRR8353733	SRR8353734	SRR8353735	SRR8353736	SRR8353737	SRR8353738	SRR8353739	SRR8353740	SRR8353741	SRR8353742	SRR8353743	SRR8353744	SRR8353745	SRR8353746	SRR8353747	SRR8353748	SRR8353749	SRR8353750	SRR8353751	SRR8353752	SRR8353753	SRR8353754	SRR8353755	SRR8353756	SRR8353757	SRR8353758	SRR8353759	SRR8353760	SRR8353761	SRR8353762	SRR8353763	SRR8353764	SRR8353765	SRR8353766	SRR8353767	SRR8353768	SRR8353769	SRR8353770	SRR8353771	SRR8353772	SRR8353773	SRR8353774	SRR8353775	SRR8353776	SRR8353777	SRR8353778	SRR8353779	SRR8353780	SRR8353781	SRR8353782	SRR8353783	SRR8353784	SRR8353785	SRR8353786	SRR8353787	SRR8353788	SRR8353789	SRR8353790	SRR8353791	SRR8353792	SRR8353793	SRR8353794	SRR8353795	SRR8353796	SRR8353797	SRR8353798	SRR8353799	SRR8353800	SRR8353801	SRR8353802	SRR8353803	SRR8353804	SRR8353805	SRR8353806	SRR8353807	SRR8353808	SRR8353809	SRR8353810	SRR8353811	SRR8353812	SRR8353813	SRR8353814	SRR8353815	SRR8353816	SRR8353817	SRR8353818	SRR8353819	SRR8353820	SRR8353821	SRR8353822	SRR8353823	SRR8353824	SRR8353825	SRR8353826	SRR8353827	SRR8353828	SRR8353829	SRR8353830	SRR8353831	SRR8353832	SRR8353833	SRR8353834	SRR8353835	SRR8353836	SRR8353837	SRR8353838	SRR8353839	SRR8353840	SRR8353841	SRR8353842	SRR8353843	SRR8353844	SRR8353845	SRR8353846	SRR8353847	SRR8353848	SRR8353849	SRR8353850	SRR8353851	SRR8353852	SRR8353853	SRR8353854	SRR8353855	SRR8353856	SRR8353857	SRR8353858	SRR8353859	SRR8353860	SRR8353861	SRR8353862	SRR8353863	SRR8353864	SRR8353865	SRR8353866	SRR8353867	SRR8353868	SRR8353869	SRR8353870	SRR8353871	SRR8353872	SRR8353873	SRR8353874	SRR8353875	SRR8353876	SRR8353877	SRR8353878	SRR8353879	SRR8353880	SRR8353881	SRR8353882	SRR8353883	SRR8353884	SRR8353885	SRR8353886	SRR8353887	SRR8353888	SRR8353889	SRR8353890	SRR8353891	SRR8353892	SRR8353893	SRR8353894	SRR8353895	SRR8353896	SRR8353897	SRR8353898	SRR8353899	SRR8353900	SRR8353901	SRR8353902	SRR8353903	SRR8353904	SRR8353905	SRR8353906	SRR8353907	SRR8353908	SRR8353909	SRR8353910	SRR8353911	SRR8353912	SRR8353913	SRR8353914	SRR8353915	SRR8353916	SRR8353917	SRR8353918	SRR8353919	SRR8353920	SRR8353921	SRR8353922	SRR8353923	SRR8353924	SRR8353925	SRR8353926	SRR8353927	SRR8353928	SRR8353929	SRR8353930	SRR8353931	SRR8353932	SRR8353933	SRR8353934	SRR8353935	SRR8353936	SRR8353937	SRR8353938	SRR8353939	SRR8353940	SRR8353941	SRR8353942	SRR8353943	SRR8353944	SRR8353945	SRR8353946	SRR8353947	SRR8353948	SRR8353949	SRR8353950	SRR8353951	SRR8353952	SRR8353953	SRR8353954	SRR8353955	SRR8353956	SRR8353957	SRR8353958	SRR8353959	SRR8353960	SRR8353961	SRR8353962	SRR8353963	SRR8353964	SRR8353965	SRR8353966	SRR8353967	SRR8353968	SRR8353969	SRR8353970	SRR8353971	SRR8353972	SRR8353973	SRR8353974	SRR8353975	SRR8353976	SRR8353977	SRR8353978	SRR8353979	SRR8353980	SRR8353981	SRR8353982	SRR8353983	SRR8353984	SRR8353985	SRR8353986	SRR8353987	SRR8353988	SRR8353989	SRR8353990	SRR8353991	SRR8353992	SRR8353993	SRR8353994	SRR8353995	SRR8353996	SRR8353997	SRR8353998	SRR8353999	SRR8354000	SRR8354001	SRR8354002	SRR8354003	SRR8354004	SRR8354005	SRR8354006	SRR8354007	SRR8354008	SRR8354009	SRR8354010	SRR8354011	SRR8354012	SRR8354013	SRR8354014	SRR8354015	SRR8354016	SRR8354017	SRR8354018	SRR8354019	SRR8354020	SRR8354021	SRR8354022	SRR8354023	SRR8354024	SRR8354025	SRR8354026	SRR8354027	SRR8354028	SRR8354029	SRR8354030	SRR8354031	SRR8354032	SRR8354033	SRR8354034	SRR8354035	SRR8354036	SRR8354037	SRR8354038	SRR8354039	SRR8354040	SRR8354041	SRR8354042	SRR8354043	SRR8354044	SRR8354045	SRR8354046	SRR8354047	SRR8354048	SRR8354049	SRR8354050	SRR8354051	SRR8354052	SRR8354053	SRR8354054	SRR8354055	SRR8354056	SRR8354057	SRR8354058	SRR8354059	SRR8354060	SRR8354061	SRR8354062	SRR8354063	SRR8354064	SRR8354065	SRR8354066	SRR8354067	SRR8354068	SRR8354069	SRR8354070	SRR8354071	SRR8354072	SRR8354073	SRR8354074	SRR8354075	SRR8354076	SRR8354077	SRR8354078	SRR8354079	SRR8354080	SRR8354081	SRR8354082	SRR8354083	SRR8354084	SRR8354085	SRR8354086	SRR8354087	SRR8354088	SRR8354089	SRR8354090	SRR8354091	SRR8354092	SRR8354093	SRR8354094	SRR8354095	SRR8354096	SRR8354097	SRR8354098	SRR8354099	SRR8354100	SRR8354101	SRR8354102	SRR8354103	SRR8354104	SRR8354105	SRR8354106	SRR8354107	SRR8354108	SRR8354109	SRR8354110	SRR8354111	SRR8354112	SRR8354113	SRR8354114	SRR8354115	SRR8354116	SRR8354117	SRR8354118	SRR8354119	SRR8354120	SRR8354121	SRR8354122	SRR8354123	SRR8354124	SRR8354125	SRR8354126	SRR8354127	SRR8354128	SRR8354129	SRR8354130	SRR8354131	SRR8354132	SRR8354133	SRR8354134	SRR8354135	SRR8354136	SRR8354137	SRR8354138	SRR8354139	SRR8354140	SRR8354141	SRR8354142	SRR8354143	SRR8354144	SRR8354145	SRR8354146	SRR8354147	SRR8354148	SRR8354149	SRR8354150	SRR8354151	SRR8354152	SRR8354153	SRR8354154	SRR8354155	SRR8354156	SRR8354157	SRR8354158	SRR8354159	SRR8354160	SRR8354161	SRR8354162	SRR8354163	SRR8354164	SRR8354165	SRR8354166	SRR8354167	SRR8354168	SRR8354169	SRR8354170	SRR8354171	SRR8354172	SRR8354173	SRR8354174	SRR8354175	SRR8354176	SRR8354177	SRR8354178	SRR8354179	SRR8354180	SRR8354181	SRR8354182	SRR8354183	SRR8354184	SRR8354185	SRR8354186	SRR8354187	SRR8354188	SRR8354189	SRR8354190	SRR8354191	SRR8354192	SRR8354193	SRR8354194	SRR8354195	SRR8354196	SRR8354197	SRR8354198	SRR8354199	SRR8354200	SRR8354201	SRR8354202	SRR8354203	SRR8354204	SRR8427557	SRR8427558	SRR8427559	SRR8427560	SRR8427561	SRR8427562	SRR8427563	SRR8427564	SRR8427565	SRR8427566	SRR8427567	SRR8427568	SRR8427569	SRR8427570	SRR8427571	SRR8427572	SRR8427573	SRR8427574	SRR8427575	SRR8427576	SRR8427577	SRR8427578	SRR8427579	SRR8427580	SRR8427581	SRR8427582	SRR8427583	SRR8427584	SRR8427585	SRR8427586	SRR8427587	SRR8427588	SRR8427589	SRR8427590	SRR8427591	SRR8427592	SRR8427593	SRR8427594	SRR8427595	SRR8427596	SRR8427597	SRR8427598	SRR8427599	SRR8427600	SRR8427601	SRR8427602	SRR8427603	SRR8427604	SRR8427605	SRR8427606	SRR8427607	SRR8427608	SRR8427609	SRR8427610	SRR8427611	SRR8427612	SRR8427613	SRR8427614	SRR8427615	SRR8427616	SRR8427617	SRR8427618	SRR8427619	SRR8427620	SRR8427621	SRR8427622	SRR8427623	SRR8427624	SRR8427625	SRR8427626	SRR8427627	SRR8427628	SRR8427629	SRR8427630	SRR8427631	SRR8427632	SRR8427633	SRR8427634	SRR8427635	SRR8427636	SRR8427637	SRR8427638	SRR8427639	SRR8427640	SRR8427641	SRR8427642	SRR8427643	SRR8427644	SRR8427645	SRR8427646	SRR8427647	SRR8427648	SRR8427649	SRR8427650	SRR8427651	SRR8427652	SRR8427653	SRR8427654	SRR8427655	SRR8427656	SRR8427657	SRR8427658	SRR8427659	SRR8427660	SRR8427661	SRR8427662	SRR8427663	SRR8427664	SRR8427665	SRR8427666	SRR8427667	SRR8427668	SRR8427669	SRR8427670	SRR8427671	SRR8427672	SRR8427673	SRR8427674	SRR8427675	SRR8427676	SRR8427677	SRR8427678	SRR8427679	SRR8427680	SRR8427681	SRR8427682	SRR8427683	SRR8427684	SRR8427685	SRR8427686	SRR8427687	SRR8427688	SRR8427689	SRR8427690	SRR8427691	SRR8427692	SRR8427693	SRR8427694	SRR8427695	SRR8427696	SRR8427697	SRR8427698	SRR8427699	SRR8427700	SRR8427701	SRR8427702	SRR8427703	SRR8427704	SRR8427705	SRR8427706	SRR8427707	SRR8427708	SRR8427709	SRR8427710	SRR8427711	SRR8427712	SRR8427713	SRR8427714	SRR8427715	SRR8427716	SRR8427717	SRR8427718	SRR8427719	SRR8427720	SRR8427721	SRR8427722	SRR8427723	SRR8427724	SRR8427725	SRR8427726	SRR8427727	SRR8427728	SRR8427729	SRR8427730	SRR8427731	SRR8427732	SRR8427733	SRR8427734	SRR8427735	SRR8427736	SRR8427737	SRR8427738	SRR8427739	SRR8427740	SRR8427741	SRR8427742	SRR8427743	SRR8427744	SRR8427745	SRR8427746	SRR8427747	SRR8427748	SRR8427749	SRR8427750	SRR8427751	SRR8427752	SRR8427753	SRR8427754	SRR8427755	SRR8427756	SRR8427757	SRR8427758	SRR8427759	SRR8427760	SRR8427761	SRR8427762	SRR8427763	SRR8427764	SRR8427765	SRR8427766	SRR8427767	SRR8427768	SRR8427769	SRR8427770	SRR8427771	SRR8427772	SRR8427773	SRR8427774	SRR8427775	SRR8427776	SRR8427777	SRR8427778	SRR8427779	SRR8427780	SRR8427781	SRR8427782	SRR8427783	SRR8427784	SRR8427785	SRR8427786	SRR8427787	SRR8427788	SRR8427789	SRR8427790	SRR8427791	SRR8427792	SRR8427793	SRR8427794	SRR8427795	SRR8427796	SRR8427797	SRR8427798	SRR8427799	SRR8427800	SRR8427801	SRR8427802	SRR8427803	SRR8427804	SRR8427805	SRR8427806	SRR8427807	SRR8427808	SRR8427809	SRR8427810	SRR8427811	SRR8427812	SRR8427813	SRR8427814	SRR8427815	SRR8427816	SRR8427817	SRR8427818	SRR8427819	SRR8427820	SRR8427821	SRR8427822	SRR8427823	SRR8427824	SRR8427825	SRR8427826	SRR8427827	SRR8427828	SRR8427829	SRR8427830	SRR8427831	SRR8427832	SRR8427833	SRR8427834	SRR8427835	SRR8427836	SRR8427837	SRR8427838	SRR8427839	SRR8427840	SRR8427841	SRR8427842	SRR8427843	SRR8427844	SRR8427845	SRR8427846	SRR8427847	SRR8427848	SRR8427849	SRR8427850	SRR8427851	SRR8427852	SRR8427853	SRR8427854	SRR8427855	SRR8427856	SRR8427857	SRR8427858	SRR8427859	SRR8427860	SRR8427861	SRR8427862	SRR8427863	SRR8427864	SRR8427865	SRR8427866	SRR8427867	SRR8427868	SRR8427869	SRR8427870	SRR8427871	SRR8427872	SRR8427873	SRR8427874	SRR8427875	SRR8427876	SRR8427877	SRR8427878	SRR8427879	SRR8427880	SRR8427881	SRR8427882	SRR8427883	SRR8427884	SRR8427885	SRR8427886	SRR8427887	SRR8427888	SRR8427889	SRR8427890	SRR8427891	SRR8427892	SRR8427893	SRR8427894	SRR8427895	SRR8427896	SRR8427897	SRR8427898	SRR8427899	SRR8427900	SRR8427901	SRR8427902	SRR8427903	SRR8427904	SRR8427905	SRR8427906	SRR8427907	SRR8427908	SRR8427909	SRR8427910	SRR8427911	SRR8427912	SRR8427913	SRR8427914	SRR8427915	SRR8427916	SRR8427917	SRR8427918	SRR8427919	SRR8427920	SRR8427921	SRR8427922	SRR8427923	SRR8427924	SRR8427925	SRR8427926	SRR8427927	SRR8427928	SRR8427929	SRR8427930	SRR8427931	SRR8427932	SRR8427933	SRR8427934	SRR8427935	SRR8427936	SRR8427937	SRR8427938	SRR8427939	SRR8427940	SRR8427941	SRR8427942	SRR8427943	SRR8427944	SRR8427945	SRR8427946	SRR8427947	SRR8427948	SRR8427949	SRR8427950	SRR8427951	SRR8427952	SRR8427953	SRR8427954	SRR8427955	SRR8427956	SRR8427957	SRR8427958	SRR8427959	SRR8427960	SRR8427961	SRR8427962	SRR8427963	SRR8427964	SRR8427965	SRR8427966	SRR8427967	SRR8427968	SRR8427969	SRR8427970	SRR8427971	SRR8427972	SRR8427973	SRR8427974	SRR8427975	SRR8427976	SRR8427977	SRR8427978	SRR8427979	SRR8427980	SRR8427981	SRR8427982	SRR8427983	SRR8427984	SRR8427985	SRR8427986	SRR8427987	SRR8427988	SRR8427989	SRR8427990	SRR8427991	SRR8427992	SRR8427993	SRR8427994	SRR8427995	SRR8427996	SRR8427997	SRR8427998	SRR8427999	SRR8428000	SRR8428001	SRR8428002	SRR8428003	SRR8428004	SRR8428005	SRR8428006	SRR8428007	SRR8428008	SRR8428009	SRR8428010	SRR8428011	SRR8428012	SRR8428013	SRR8428014	SRR8428015	SRR8428016	SRR8428017	SRR8428018	SRR8428019	SRR8428020	SRR8428021	SRR8428022	SRR8428023	SRR8428024	SRR8428025	SRR8428026	SRR8428027	SRR8428028	SRR8428029	SRR8428030	SRR8428031	SRR8428032	SRR8428033	SRR8428034	SRR8428035	SRR8428036	SRR8428037	SRR8428038	SRR8428039	SRR8428040	SRR8428041	SRR8428042	SRR8428043	SRR8428044	SRR8428045	SRR8428046	SRR8428047	SRR8428048	SRR8428049	SRR8428050	SRR8428051	SRR8428052	SRR8428053	SRR8428054	SRR8428055	SRR8428056	SRR8428057	SRR8428058	SRR8428059	SRR8428060	SRR8428061	SRR8428062	SRR8428063	SRR8428064	SRR8428065	SRR8428066	SRR8428067	SRR8428068	SRR8428069	SRR8428070	SRR8428071	SRR8428072	SRR8428073	SRR8428074	SRR8428075	SRR8428076	SRR8428077	SRR8428078	SRR8428079	SRR8428080	SRR8428081	SRR8428082	SRR8428083	SRR8428084	SRR8428085	SRR8428086	SRR8428087	SRR8428088	SRR8428089	SRR8428090	SRR8428091	SRR8428092	SRR8428093	SRR8428094	SRR8428095	SRR8428096	SRR8428097	SRR8428098	SRR8428099	SRR8428100	SRR8428101	SRR8428102	SRR8428103	SRR8428104	SRR8428105	SRR8428106	SRR8428107	SRR8428108	SRR8428109	SRR8428110	SRR8428111	SRR8428112	SRR8428113	SRR8428114	SRR8428115	SRR8428116	SRR8428117	SRR8428118	SRR8428119	SRR8428120	SRR8428121	SRR8428122	SRR8428123	SRR8428124	SRR8428125	SRR8428126	SRR8428127	SRR8428128	SRR8428129	SRR8428130	SRR8428131	SRR8428132	SRR8428133	SRR8428134	SRR8428135	SRR8428136	SRR8428137	SRR8428138	SRR8428139	SRR8428140	SRR8428141	SRR8428142	SRR8428143	SRR8428144	SRR8428145	SRR8428146	SRR8428147	SRR8428148	SRR8428149	SRR8428150	SRR8428151	SRR8428152	SRR8428153	SRR8428154	SRR8428155	SRR8428156	SRR8428157	SRR8428158	SRR8428159	SRR8428160	SRR8428161	SRR8428162	SRR8428163	SRR8428164	SRR8428165	SRR8428166	SRR8428167	SRR8428168	SRR8428169	SRR8428170	SRR8428171	SRR8428172	SRR8428173	SRR8428174	SRR8428175	SRR8428176	SRR8428177	SRR8428178	SRR8428179	SRR8428180	SRR8428181	SRR8428182	SRR8428183	SRR8428184	SRR8428185	SRR8428186	SRR8428187	SRR8428188	SRR8428189	SRR8428190	SRR8428191	SRR8428192	SRR8428193	SRR8428194	SRR8428195	SRR8428196
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus sydowii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				0.002422																																																																																																																																											
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;Candida;Candida sake																																																																																																																																																																													0.003205																																																																																																																																																																																																																																																																																																																																																																																																																																																																									0.003026						0.004343																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;;																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							0.004880																																																																																																								
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida albicans																																																																																				0.001097																												0.001931													0.005121																								0.002908																																																																																		0.001107																										0.002634																															0.001858																										0.004116																																																																											0.002662						0.007398																																		0.003295																																					0.003903																				0.005846																																																																																																																																																																																																																																																																					0.001327			0.001468																																																							0.004425																																																																																																																																																												0.004193																																																																																																																																																																																	0.002039																																					0.019729																																																																																											0.006056													
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida orthopsilosis																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												0.003662																																																																																																			
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida parapsilosis								0.003651																									0.001620																																			0.001694																																																																																																																																															0.002482																																																																									0.002580																								0.003767																																												0.005289																								0.005419																																																																																																																																																																								0.002333																													0.002449																																																																																																																																																																																																																																	0.003895																																														0.002810																																																					0.003899																			0.001161																																					0.005009	0.005756			0.005277																										0.004753			0.001177													0.003734																																			0.002471				0.002451																																																					0.001460		0.006275																																		0.003263																										0.004610																											0.002980						0.002134																																																																																											0.004755		
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida tropicalis																																																																																																																																																																																																																																																																																																																																																																																																																								0.003019																																																																																																																																																																																																																																																				0.001023		0.008555																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Debaryomyces;Debaryomyces hansenii											0.002169																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;Clavispora lusitaniae																																																																				0.001742															0.005052					0.001367									0.002579																																																				0.003815																																																																															0.001124							0.001861																				0.004264																													0.003227																		0.003249									0.021854																																									0.007587															0.001575																						0.003360																			0.001955																																	0.003829																																	0.004148																												0.004147																								0.004391																		0.002399																																																																																																														0.004063																					0.002725					0.003851									0.005227				0.003081																															0.001808																																																																										0.003236																																																																								0.002150																							0.002631																																																															0.002528																						0.002400																																																																																																																																																																																									0.001828														0.003358			0.003933																												0.002184																																												0.004731																											
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Clavispora;[Candida] intermedia																																																																																																																																																																																																																																																																																																																																																																																																																																																																																0.001915																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia kudriavzevii																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		0.002623																																																																																																																																													
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces;[Candida] glabrata																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										0.003149																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																					
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae						0.005213																																							0.003676																	0.003851									0.003824												0.007006																																																																																																																																																														0.000613																																																																																																	0.007587																																																														0.010612	0.002653					0.002966																			0.005564															0.001691			0.004578															0.002045																																		0.002609																																																																																																																				0.002425																								0.004702																																																			0.001848																																																																																																																																																																																																																																																																																																																																																																																																																	0.002320																									0.002679	0.001762													0.000963				0.002734															0.002680										0.003436									0.000859					0.003781																																																													0.005343				0.003283																																																
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora uvarum																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																0.002145																												0.003209																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Wickerhamiella;Wickerhamiella pararugosa																																																																																																																																																																																																																																				0.000790																																																																																																																																																																																																																																																																																																																																																																																																																																										0.001477																																																																																																																																																																																																																																										0.001654						0.001505																																																																																																																																																																																																																																																																																																																																																																																																	
Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia globosa																																																																																																																																																																																																																																																				0.000496																																																																																																																																																																																																																																							0.001146																																															0.006700																																																																																																																																																																	0.000867																																																																																																																																																																																																																																																																																																																																																																																																																																																																					0.000559														0.001117																																																					0.002465																				0.002677						0.004364		0.002787																0.000749																																
Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia restricta																									0.001345						0.001465																																																																																																																																																		0.002425																																																										0.000493									0.000747																																																																																																																									0.003885																																																						0.001055																					0.002254			0.001544																																0.000678																																															0.002640																								0.003427																			0.003294						0.003063		0.001398																																													0.001268	0.003289															0.003963													0.000825							0.001549																								0.002674			0.001945		0.001131																					0.001256																																															0.002223																0.001403																																																																																																																											0.001383																										0.000775																																																																																																																															0.002515		0.001388				0.003319									0.002032		0.001845													0.002341					0.001313		0.002598																		0.001108			0.002762																																																	0.002912																																									0.002792																0.003211																0.001692		0.000748		0.001850		0.001530		0.000787	0.000806	0.001233			0.002655											0.002253																			0.002528													
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula sp. JG-1b																																																																																																																																																					0.003205																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
