source_taxon	source_taxon_name	kingdom	avg_mapq	precision	precision_mapq_at_least_30
33196	Botrytis	Fungi	24.714	0.926	0.996
310794	Heliconius hermathena	Metazoa	24.729	0.905	0.987
1807681	[Candida] ipomoeae	Fungi	24.740	0.893	0.985
171347	Termitomyces eurrhizus	Fungi	24.748	0.866	0.975
288516	Diploscapter coronatus	Metazoa	24.749	0.908	0.980
65658	Acanthamoeba astronyxis	Protists	24.778	0.857	0.974
443853	Tetramorium simillimum	Metazoa	24.801	0.908	1.000
1622148	Pseudogymnoascus sp. 03VT05	Fungi	24.816	0.904	0.997
983964	Trichoderma harzianum CBS 226.95	Fungi	24.829	0.901	0.981
471704	Trachymyrmex cornetzi	Metazoa	24.858	0.920	0.993
714620	Torymus auratus	Metazoa	24.910	0.894	0.962
856822	Fonsecaea nubica	Fungi	24.917	0.922	0.993
564424	Cryptosporidium cuniculus	Protists	24.927	0.873	1.000
1491466	Trichoderma guizhouense	Fungi	24.927	0.916	0.997
1001937	Hypoxylon sp. EC38	Fungi	24.929	0.931	0.995
1580864	Huntiella omanensis	Fungi	24.960	0.905	0.988
72791	Cataglyphis niger	Metazoa	24.985	0.920	0.987
29907	Sporothrix	Fungi	25.000	0.875	1.000
45607	Wickerhamiella sorbophila	Fungi	25.002	0.921	1.000
78156	Pseudogymnoascus	Fungi	25.007	0.852	0.988
573508	Aspergillus cristatus	Fungi	25.015	0.959	0.995
7168	Anopheles dirus	Metazoa	25.018	0.905	0.977
3088	Tetradesmus obliquus	Plants	25.027	0.823	0.966
47426	Armillaria cepistipes	Fungi	25.058	0.922	0.994
2211645	Monosporascus sp. MG133	Fungi	25.060	0.917	0.997
301367	Metschnikowia kamakouana	Fungi	25.064	0.927	0.997
2039481	Chrysaora chesapeakei	Metazoa	25.091	0.909	1.000
240364	Chaetoceros neogracilis	Protists	25.102	1.000	1.000
2172886	Aurantiochytrium acetophilum	Protists	25.132	0.890	0.926
6211	Echinococcus multilocularis	Metazoa	25.174	0.930	0.995
168172	Puccinia striiformis f. sp. tritici	Fungi	25.209	1.000	1.000
1470871	Picochlorum sp. SENEW3	Plants	25.228	0.901	0.985
639000	Phytophthora plurivora	Protists	25.234	0.837	0.926
1565506	Aspergillus pseudoterreus	Fungi	25.259	0.947	0.997
2211643	Monosporascus sp. CRB-9-2	Fungi	25.296	0.935	0.997
48579	Suillus placidus	Fungi	25.322	0.881	0.982
6941	Rhipicephalus microplus	Metazoa	25.349	0.891	0.976
29003	Cercospora nicotianae	Fungi	25.352	0.900	0.995
294381	Entamoeba histolytica HM-1:IMSS	Protists	25.365	0.965	0.987
169388	Fusarium solani	Fungi	25.370	0.933	0.997
5677	Leishmania lainsoni	Protists	25.375	0.925	0.964
7395	Glossina austeni	Metazoa	25.384	0.938	0.990
75152	Andricus curvator	Metazoa	25.415	0.902	0.968
2637121	unclassified Pseudogymnoascus	Fungi	25.421	0.905	0.993
7220	Drosophila erecta	Metazoa	25.430	0.928	0.984
198037	mojavensis species complex	Metazoa	25.440	0.920	1.000
561572	Frieseomelitta varia	Metazoa	25.485	0.923	0.993
103372	Acromyrmex echinatior	Metazoa	25.503	0.915	0.997
48269	Schistosoma margrebowiei	Metazoa	25.537	0.895	0.984
1116880	Wickerhamiella infanticola	Fungi	25.554	0.942	0.991
1491457	Trichoderma atrobrunneum	Fungi	25.566	0.911	0.997
1807684	Metschnikowia sp. 01-655c1	Fungi	25.570	0.923	0.991
169507	Komagataella pseudopastoris	Fungi	25.576	0.940	0.982
292717	Daldinia eschscholtzii	Fungi	25.586	0.947	0.997
1963036	unclassified Scenedesmus	Plants	25.596	0.831	0.977
34613	Ixodes ricinus	Metazoa	25.625	0.938	1.000
1230121	Diaporthe longicolla MSPL 10-6	Fungi	25.646	0.948	0.990
57193	Cantharellus cinnabarinus	Fungi	25.655	0.877	0.972
34720	Trachymyrmex septentrionalis	Metazoa	25.662	0.922	0.996
27332	Protomyces inouyei	Fungi	25.669	0.934	0.994
7244	Drosophila virilis	Metazoa	25.673	0.933	0.994
341663	Aspergillus terreus NIH2624	Fungi	25.681	0.935	0.982
1622149	Pseudogymnoascus sp. 05NY08	Fungi	25.683	0.902	0.992
