mutation_rate	numQueriesMapped	numQueriesMappedOnlyAsMatch	numQueriesMappedOnlyAsSameSpecies	numQueriesMappedOnlyAsSameGenus	numQueriesMappedOnlyAsSameFamily	numQueriesMappedWhenMapqAtLeast30	numQueriesMappedOnlyAsMatchWhenMapqAtLeast30	numQueriesMappedOnlyAsSameSpeciesWhenMapqAtLeast30	numQueriesMappedOnlyAsSameGenusWhenMapqAtLeast30	numQueriesMappedOnlyAsSameFamilyWhenMapqAtLeast30	numQueriesMappedWhenMapqAtLeast5	numQueriesMappedOnlyAsMatchWhenMapqAtLeast5	numQueriesMappedOnlyAsSameSpeciesWhenMapqAtLeast5	numQueriesMappedOnlyAsSameGenusWhenMapqAtLeast5	numQueriesMappedOnlyAsSameFamilyWhenMapqAtLeast5	numBuscosMapped	numBuscosMappedOnlyAsMatch	numBuscosMappedOnlyAsSameSpecies	numBuscosMappedOnlyAsSameGenus	numBuscosMappedOnlyAsSameFamily	meanIdentitiesMappedOnlyAsMatch	meanIdentitiesMappedOnlyAsSameSpecies	meanIdentitiesMappedOnlyAsSameGenus	meanIdentitiesMappedOnlyAsSameFamily	meanTopIdentityPerQuery	mapqsAvg	mapqsFractionAtLeast30	mapqsFraction42	query_lengthsAvg	query_lengthsFractionAtLeast60	numQueriesTotal	numBuscosTotal	precisionQueries	precisionBuscos	recallQueries	recallBuscos	precisionSameSpeciesQueries	recallSameSpeciesQueries	precisionSameGenusQueries	recallSameGenusQueries	precisionSameFamilyQueries	recallSameFamilyQueries	precisionWhenMapqAtLeast30Queries	recallWhenMapqAtLeast30Queries	precisionSameSpeciesWhenMapqAtLeast30Queries	recallSameSpeciesWhenMapqAtLeast30Queries	precisionSameGenusWhenMapqAtLeast30Queries	recallSameGenusWhenMapqAtLeast30Queries	precisionSameFamilyWhenMapqAtLeast30Queries	recallSameFamilyWhenMapqAtLeast30Queries	precisionWhenMapqAtLeast5Queries	recallWhenMapqAtLeast5Queries	precisionSameSpeciesWhenMapqAtLeast5Queries	recallSameSpeciesWhenMapqAtLeast5Queries	precisionSameGenusWhenMapqAtLeast5Queries	recallSameGenusWhenMapqAtLeast5Queries	precisionSameFamilyWhenMapqAtLeast5Queries	recallSameFamilyWhenMapqAtLeast5Queries	base_error_rate	read_length
0.000	956486	357694	953565	955416	956175	416	379	416	416	416	421	382	420	420	420	79288	76877	79288	79288	79288	0.997042405324098	0.9957374954458921	0.9956994687391201	0.9956814290154531	0.999957075448023	0.9884347376069671	0.000243600265555	1.5159673178356171e-05	100	1	956491	79288	0.37396679094100704	0.969591867621834	0.37396483605177605	0.969591867621834	0.9969461131684101	0.9969409016917041	0.9988813218384791	0.998876100245585	0.9996748514876321	0.9996696257466091	0.9110576923076921	0.00039624000644	1	0.00043492306775400004	1	0.00043492306775400004	1	0.00043492306775400004	0.907363420427553	0.000399376470871	0.9976247030878861	0.00043910502032900006	0.9976247030878861	0.00043910502032900006	0.9976247030878861	0.00043910502032900006	0	100
