SRS018836	76775|Malassezia_restricta	7
SRS046068	76775|Malassezia_restricta	2
SRS149784	559292|Saccharomyces_cerevisiae_S288C	4
SRS149784	76775|Malassezia_restricta	3
SRS013158	559292|Saccharomyces_cerevisiae_S288C	2
SRS013158	76775|Malassezia_restricta	3
SRS077294	76775|Malassezia_restricta	2
SRS046712	76775|Malassezia_restricta	2
SRS015246	76775|Malassezia_restricta	9
SRS014923	559292|Saccharomyces_cerevisiae_S288C	2
SRS054905	76775|Malassezia_restricta	2
SRS011529	944168|Blastocystis_sp_subtype_3	21
SRS077117	76775|Malassezia_restricta	8
SRS077117	983966|Cyberlindnera_jadinii_NRRL_Y-1542	2
SRS098717	76775|Malassezia_restricta	11
SRS049446	76775|Malassezia_restricta	2
SRS053356	944168|Blastocystis_sp_subtype_3	21
SRS053356	?108607|Mastigamoeba_balamuthi,1486919|Chlamydomonas_euryale,2829|Heterosigma_akashiwo	6
SRS047433	76775|Malassezia_restricta	2
SRS051031	944168|Blastocystis_sp_subtype_3	21
SRS052576	983966|Cyberlindnera_jadinii_NRRL_Y-1542	2
SRS019445	76775|Malassezia_restricta	5
SRS146812	983966|Cyberlindnera_jadinii_NRRL_Y-1542	2
SRS014235	944170|Blastocystis_sp_subtype_4	8
SRS149879	76775|Malassezia_restricta	2
SRS043001	60172|Penicillium_solitum	2
SRS043001	688394|Lichtheimia_ramosa	9
SRS042893	76775|Malassezia_restricta	2
SRS019496	76775|Malassezia_restricta	8
SRS076804	559292|Saccharomyces_cerevisiae_S288C	2
SRS076804	76775|Malassezia_restricta	2
SRS012273	559292|Saccharomyces_cerevisiae_S288C	3
SRS015663	944168|Blastocystis_sp_subtype_3	9
SRS077024	76775|Malassezia_restricta	11
SRS018427	944168|Blastocystis_sp_subtype_3	6
SRS049164	76775|Malassezia_restricta	2
SRS076929	?944168|Blastocystis_sp_subtype_3	21
SRS075821	944168|Blastocystis_sp_subtype_3	9
SRS149244	76775|Malassezia_restricta	2
SRS058723	983966|Cyberlindnera_jadinii_NRRL_Y-1542	12
SRS047014	76775|Malassezia_restricta	3
SRS077335	76775|Malassezia_restricta	5
SRS143085	76775|Malassezia_restricta	9
SRS148091	76775|Malassezia_restricta	9
SRS063518	76775|Malassezia_restricta	2
SRS015453	425265|Malassezia_globosa_CBS_7966	2
SRS015453	76775|Malassezia_restricta	2
SRS045244	?76775|Malassezia_restricta	8
