SRS015431	?578462|Allomyces_macrogynus_ATCC_38327	0.071086
SRS076976	425265|Malassezia_globosa_CBS_7966	0.037482
SRS148424	76775|Malassezia_restricta	0.015311
SRS018623	76775|Malassezia_restricta	0.135720
SRS049773	425265|Malassezia_globosa_CBS_7966	0.052850
SRS104311	76775|Malassezia_restricta	0.014167
SRS075341	478820|Blastocystis_sp_ATCC_50177-Nand_II	2.953597
SRS075341	?1034604|Chlamydomonas_leiostraca,195969|Dolichomastix_tenuilepis	0.148306
SRS063040	559292|Saccharomyces_cerevisiae_S288C	0.046241
SRS140513	76775|Malassezia_restricta	0.017370
SRS018836	76775|Malassezia_restricta	0.035006
SRS046068	76775|Malassezia_restricta	0.046067
SRS149784	559292|Saccharomyces_cerevisiae_S288C	0.050780
SRS149784	76775|Malassezia_restricta	0.037823
SRS013158	559292|Saccharomyces_cerevisiae_S288C	0.042540
SRS013158	76775|Malassezia_restricta	0.053467
SRS077294	76775|Malassezia_restricta	0.080415
SRS046712	76775|Malassezia_restricta	0.047392
SRS015246	76775|Malassezia_restricta	0.032080
SRS014923	559292|Saccharomyces_cerevisiae_S288C	0.041786
SRS054905	76775|Malassezia_restricta	0.015304
SRS011529	944168|Blastocystis_sp_subtype_3	0.654983
SRS077117	76775|Malassezia_restricta	0.041630
SRS077117	983966|Cyberlindnera_jadinii_NRRL_Y-1542	0.188596
SRS098717	76775|Malassezia_restricta	0.044525
SRS049446	76775|Malassezia_restricta	0.089523
SRS053356	944168|Blastocystis_sp_subtype_3	3.889767
SRS053356	?108607|Mastigamoeba_balamuthi,1486919|Chlamydomonas_euryale,2829|Heterosigma_akashiwo	0.096176
SRS047433	76775|Malassezia_restricta	0.019908
SRS051031	944168|Blastocystis_sp_subtype_3	5.513443
SRS052576	983966|Cyberlindnera_jadinii_NRRL_Y-1542	0.080441
SRS019445	76775|Malassezia_restricta	0.061611
SRS146812	983966|Cyberlindnera_jadinii_NRRL_Y-1542	0.031508
SRS014235	944170|Blastocystis_sp_subtype_4	0.291601
SRS149879	76775|Malassezia_restricta	0.042752
SRS043001	60172|Penicillium_solitum	0.048246
SRS043001	688394|Lichtheimia_ramosa	0.044872
SRS042893	76775|Malassezia_restricta	0.045981
SRS019496	76775|Malassezia_restricta	0.033561
SRS076804	559292|Saccharomyces_cerevisiae_S288C	0.071361
SRS076804	76775|Malassezia_restricta	0.025466
SRS012273	559292|Saccharomyces_cerevisiae_S288C	0.031878
SRS015663	944168|Blastocystis_sp_subtype_3	0.061675
SRS077024	76775|Malassezia_restricta	0.042759
SRS018427	944168|Blastocystis_sp_subtype_3	0.037373
SRS049164	76775|Malassezia_restricta	0.042908
SRS076929	?944168|Blastocystis_sp_subtype_3	4.682082
SRS075821	944168|Blastocystis_sp_subtype_3	0.062743
SRS149244	76775|Malassezia_restricta	0.033955
SRS058723	983966|Cyberlindnera_jadinii_NRRL_Y-1542	0.061001
SRS047014	76775|Malassezia_restricta	0.046544
SRS077335	76775|Malassezia_restricta	0.035466
SRS143085	76775|Malassezia_restricta	0.044809
SRS148091	76775|Malassezia_restricta	0.051435
SRS063518	76775|Malassezia_restricta	0.033106
SRS015453	425265|Malassezia_globosa_CBS_7966	0.100683
SRS015453	76775|Malassezia_restricta	0.042752
SRS045244	?76775|Malassezia_restricta	0.023945
